folder_name	RGID	RGLB	RGPL	RGPM	RGSM	RGDS1	RGDS2	RGPU
19a0618d-625c-4d61-bca4-16c34a92c0f0	SRR5289862	SRR5289862_LB	ILLUMINA	HiSeq4000	D_CML1203	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289862_PU
0bf9d575-eac4-40e8-b645-81786b303f7d	SRR5296977	SRR5296977_LB	ILLUMINA	HiSeq4000	D_CML25	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296977_PU
62b77f1b-9cac-4475-8c6e-9a72ec0207b8	SRR3052735	SRR3052735_LB	ILLUMINA	HiSeq2000	D_OX2046	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052735_PU
91164b32-8039-4ee6-b4c0-b34a2fb683be	SRR3052113	SRR3052113_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1989	Smart-seq2	normal	SRR3052113_PU
1bcbeaf1-9fb7-42d8-9539-82e67213082d	SRR3052915	SRR3052915_LB	ILLUMINA	HiSeq2000	D_OX714	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052915_PU
b352a7ba-781e-46a3-9299-724f0bf228cc	SRR3052278	SRR3052278_LB	ILLUMINA	HiSeq2000	D_OX1249	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052278_PU
1856362b-89fc-464d-a551-00a4b51eeb5b	SRR3053135	SRR3053135_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1991	Smart-seq2	normal	SRR3053135_PU
f1410b71-8d37-4538-91e8-47690185bfc2	SRR3052868	SRR3052868_LB	ILLUMINA	HiSeq2000	D_OX664	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052868_PU
f31c4635-cd7e-49cb-9e29-eab2797c927c	SRR5290262	SRR5290262_LB	ILLUMINA	HiSeq4000	D_CML15	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290262_PU
ff8c67b8-77f4-4538-920f-01397e15f413	SRR3053028	SRR3053028_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053028_PU
a37b06bb-51d6-4e22-b151-229e435ccd25	SRR3052116	SRR3052116_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1989	Smart-seq2	normal	SRR3052116_PU
1aeebbd3-d0cc-4f91-b45f-f312231410a0	SRR3052207	SRR3052207_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1991	Smart-seq2	normal	SRR3052207_PU
c24e6047-5f41-4edf-83c0-4e9cace43cff	SRR5296782	SRR5296782_LB	ILLUMINA	HiSeq4000	D_OX1528	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296782_PU
6055f47e-2f08-4862-976a-5ed75dc6be0c	SRR3052927	SRR3052927_LB	ILLUMINA	HiSeq2000	D_OX714	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052927_PU
bcc255da-39fb-4d4c-aed2-2dc3a107bd32	SRR5297054	SRR5297054_LB	ILLUMINA	HiSeq4000	D_CML15	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5297054_PU
a2819873-c20e-40ca-882f-1f73e80a3e7a	SRR5296786	SRR5296786_LB	ILLUMINA	HiSeq4000	D_OX1528	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296786_PU
042e3709-2175-4dfc-9c86-dddceeaeb22c	SRR5290238	SRR5290238_LB	ILLUMINA	HiSeq4000	D_CML22	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290238_PU
89044d1d-0a17-4bd1-8f1b-4e3a5400af91	SRR3053131	SRR3053131_LB	ILLUMINA	HiSeq2000	D_OX967	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053131_PU
82eda624-05a3-47fb-a1f4-f9652a1b3112	SRR5296959	SRR5296959_LB	ILLUMINA	HiSeq4000	D_CML25	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296959_PU
e459066c-e05e-4815-a082-a9239054c4c6	SRR5296667	SRR5296667_LB	ILLUMINA	HiSeq4000	D_OX703	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296667_PU
8bbac7f7-5791-4821-b75b-2c912e263759	SRR5296742	SRR5296742_LB	ILLUMINA	HiSeq4000	D_OX2343	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296742_PU
b8f8bdc1-5911-4f1f-8bac-93330ea34054	SRR5289825	SRR5289825_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289825_PU
b4f5f9b3-9e51-4452-bfea-7114ca069d3e	SRR3052321	SRR3052321_LB	ILLUMINA	HiSeq2000	D_OX1302	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052321_PU
6f43c952-056a-438f-8957-1d77cbba1a26	SRR5290479	SRR5290479_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290479_PU
6e0f8ad1-fd32-4705-ab95-2a0718c76f2b	SRR3052251	SRR3052251_LB	ILLUMINA	HiSeq2000	D_OX1249	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052251_PU
47cccdcf-45f6-4fa0-97f9-fe03282f8c44	SRR3052331	SRR3052331_LB	ILLUMINA	HiSeq2000	D_OX1302	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052331_PU
f308719c-57a8-4947-9a8c-1301ef050c86	SRR3053061	SRR3053061_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053061_PU
0996ff6a-0a94-4837-bf2e-1f0a4b8d18cc	SRR3053043	SRR3053043_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053043_PU
353873c9-d3d7-47c0-984e-5cfbcc0c82e6	SRR5289892	SRR5289892_LB	ILLUMINA	HiSeq4000	D_CML1203	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289892_PU
9b2aced1-92f9-4857-893e-5cac92158426	SRR5290046	SRR5290046_LB	ILLUMINA	HiSeq4000	D_OX2286	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290046_PU
fd287efb-4eaf-4019-b4c8-8b0e3ac6e02a	SRR3052560	SRR3052560_LB	ILLUMINA	HiSeq2000	D_OX1931	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052560_PU
ca1a1cef-754a-4bde-bf0e-62a5cfdeaa73	SRR3052363	SRR3052363_LB	ILLUMINA	HiSeq2000	D_OX1407	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052363_PU
33d95640-8fa5-40e5-8dce-7b269bcc8083	SRR3052823	SRR3052823_LB	ILLUMINA	HiSeq2000	D_OX2046	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052823_PU
cd326d0d-0dcb-4d41-a7b9-01ed71cb5c2f	SRR5290347	SRR5290347_LB	ILLUMINA	HiSeq4000	D_Normal_donor_lonza_age_22	Smart-seq2	normal	SRR5290347_PU
bc62b320-4b84-4745-a0aa-266009ceb108	SRR3052418	SRR3052418_LB	ILLUMINA	HiSeq2000	D_OX1570	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052418_PU
ad65ac4d-5be3-46bc-9e0e-a708f737e15c	SRR3052783	SRR3052783_LB	ILLUMINA	HiSeq2000	D_OX2046	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052783_PU
f4feb31c-fe26-4463-9804-4030b89d08c7	SRR5290091	SRR5290091_LB	ILLUMINA	HiSeq4000	D_CML960	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290091_PU
c9aadbf3-0be0-43c4-80e9-9d57c484f0e0	SRR3053030	SRR3053030_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053030_PU
5a697542-37ed-40dd-8e68-47e1db6ca7e1	SRR3052691	SRR3052691_LB	ILLUMINA	HiSeq2000	D_OX2038	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052691_PU
a9ed2033-2561-4fc2-beeb-ae9a9e7e59b4	SRR5296733	SRR5296733_LB	ILLUMINA	HiSeq4000	D_OX2343	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296733_PU
778d55d4-6152-4661-ac71-ba61dc8dbdde	SRR3053035	SRR3053035_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053035_PU
b5d22bbe-a52f-44c9-9192-c0746b6b29ae	SRR3052704	SRR3052704_LB	ILLUMINA	HiSeq2000	D_OX2038	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052704_PU
99cf4006-590e-454b-8df1-7df28d46ef25	SRR5296629	SRR5296629_LB	ILLUMINA	HiSeq4000	D_OX750	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296629_PU
674dbc5e-6fb3-4a7a-91ed-1d3b8d31accd	SRR5290265	SRR5290265_LB	ILLUMINA	HiSeq4000	D_CML15	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290265_PU
8b8ab3f2-21fd-4bdf-8515-8e7a35b9f19c	SRR3052507	SRR3052507_LB	ILLUMINA	HiSeq2000	D_OX1902	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052507_PU
5e7a2aea-14dc-453c-99f9-8920f0fc2cf8	SRR3053052	SRR3053052_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053052_PU
bf0ed57d-e399-454a-be0a-31500f9f6ddd	SRR5296851	SRR5296851_LB	ILLUMINA	HiSeq4000	D_OX1071	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296851_PU
1d5c9bd4-6859-4520-9e3a-015e5ac777c0	SRR3052169	SRR3052169_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1991_with_ERCC	Smart-seq2	normal	SRR3052169_PU
406b99b7-b667-4e58-acaa-cb1dc25a3401	SRR3053050	SRR3053050_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053050_PU
9b9b92d3-cfc4-4969-b34b-2a7ac5692045	SRR5290025	SRR5290025_LB	ILLUMINA	HiSeq4000	D_CML691	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290025_PU
0540fa7e-503b-4d39-a987-6a1ce7deb07c	SRR5290334	SRR5290334_LB	ILLUMINA	HiSeq4000	D_Normal_donor_NC	Smart-seq2	normal	SRR5290334_PU
c8816bb3-45e6-492f-b89f-1d52dc23bd95	SRR3052804	SRR3052804_LB	ILLUMINA	HiSeq2000	D_OX2046	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052804_PU
936fa004-3f74-4a4c-8965-1a0da3b0e799	SRR3052439	SRR3052439_LB	ILLUMINA	HiSeq2000	D_OX1674	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052439_PU
dee1ead6-f631-4fc6-9960-1ef22c57e53a	SRR5290392	SRR5290392_LB	ILLUMINA	HiSeq4000	D_OX1931	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290392_PU
e5d7e612-0f5a-4fc4-8b39-5b980485faaf	SRR5290198	SRR5290198_LB	ILLUMINA	HiSeq4000	D_CML655	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290198_PU
94cd4d74-91b5-41d4-8ed0-fb33ddcbceb9	SRR5290005	SRR5290005_LB	ILLUMINA	HiSeq4000	D_OX710	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290005_PU
af94ef01-0f86-4e2a-aab8-0a795a88e3f4	SRR5290469	SRR5290469_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290469_PU
af2f2156-0426-4519-9c84-88b3678b1277	SRR3052096	SRR3052096_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1989	Smart-seq2	normal	SRR3052096_PU
d25e180a-1c30-4d33-a4c6-2f586ba8788c	SRR3052256	SRR3052256_LB	ILLUMINA	HiSeq2000	D_OX1249	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052256_PU
7ef353e1-f837-4144-be94-da84ae93d6c5	SRR3052045	SRR3052045_LB	ILLUMINA	HiSeq2000	D_K562	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052045_PU
bfcfe720-5ec1-4cb3-916d-4d7af36c923d	SRR3053102	SRR3053102_LB	ILLUMINA	HiSeq2000	D_OX967	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053102_PU
2e5bfaa5-d526-4e08-af8a-2843c0bbf726	SRR5296626	SRR5296626_LB	ILLUMINA	HiSeq4000	D_OX750	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296626_PU
47b8d189-2725-4dc9-bff7-6dfc118e474d	SRR3052070	SRR3052070_LB	ILLUMINA	HiSeq2000	D_K562	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052070_PU
2dab849e-339e-4a24-8baf-6f8a71ddd539	SRR5290140	SRR5290140_LB	ILLUMINA	HiSeq4000	D_CML656	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290140_PU
8ab5f451-d6cf-4b35-8fab-9ba4e6d501bf	SRR5296685	SRR5296685_LB	ILLUMINA	HiSeq4000	D_OX2343	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296685_PU
04b96806-695a-4be5-8a7d-2450b7a4e301	SRR5456186	SRR5456186_LB	ILLUMINA	HiSeq2000	D_OX1902	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5456186_PU
7c6900dd-f987-493d-b209-6e33cc5c5b6e	SRR3052603	SRR3052603_LB	ILLUMINA	HiSeq2000	D_OX1931	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052603_PU
dbf4136a-98f5-4873-89f9-5842e1c98d54	SRR5296882	SRR5296882_LB	ILLUMINA	HiSeq4000	D_CML656	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296882_PU
e6314f20-b982-4156-a3e1-73d3778705ca	SRR3052493	SRR3052493_LB	ILLUMINA	HiSeq2000	D_OX1674	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052493_PU
2b3da7cf-69b9-4227-97d2-bbbc43d8126b	SRR3052597	SRR3052597_LB	ILLUMINA	HiSeq2000	D_OX1931	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052597_PU
29db64ea-7e4a-42c2-8ffa-67b3f506f219	SRR5290330	SRR5290330_LB	ILLUMINA	HiSeq4000	D_Normal_donor_NC	Smart-seq2	normal	SRR5290330_PU
27c68e15-105f-4934-b0a0-c91af3e9d81a	SRR5290269	SRR5290269_LB	ILLUMINA	HiSeq4000	D_CML15	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290269_PU
9982bee4-82d3-42f4-b639-dcc5bed18e87	SRR5296941	SRR5296941_LB	ILLUMINA	HiSeq4000	D_CML655	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296941_PU
22872175-5fe7-4d6a-90ff-91880a0648d1	SRR5290391	SRR5290391_LB	ILLUMINA	HiSeq4000	D_OX1931	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290391_PU
58c20c1a-37f7-4839-9ff5-c22f31fdb0de	SRR5296904	SRR5296904_LB	ILLUMINA	HiSeq4000	D_CML656	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296904_PU
0a5651f6-6ada-4ef2-a52b-0019afff363f	SRR5289806	SRR5289806_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289806_PU
26f8707a-8c34-4dea-bc46-e286147e1fe2	SRR3052039	SRR3052039_LB	ILLUMINA	HiSeq2000	D_K562	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052039_PU
25a1474d-71ab-4b43-8149-40fa17e577f0	SRR3052987	SRR3052987_LB	ILLUMINA	HiSeq2000	D_OX753	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052987_PU
b7493f91-be55-4b1b-af76-10c9a1c4c926	SRR5296746	SRR5296746_LB	ILLUMINA	HiSeq4000	D_OX2343	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296746_PU
62e3c878-8b3c-41c0-99f2-602c8a12c853	SRR3052149	SRR3052149_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1991	Smart-seq2	normal	SRR3052149_PU
ed937260-8446-4d95-8352-a1ecd704fce5	SRR3052478	SRR3052478_LB	ILLUMINA	HiSeq2000	D_OX1674	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052478_PU
1605049f-12df-45de-b560-0c9638f75d5f	SRR5289985	SRR5289985_LB	ILLUMINA	HiSeq4000	D_OX710	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289985_PU
a35afd77-a5be-4c20-945a-c1f983fce48a	SRR5290512	SRR5290512_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290512_PU
ef997fe7-08ca-4c34-9abf-dcab70efab25	SRR5296730	SRR5296730_LB	ILLUMINA	HiSeq4000	D_OX2343	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296730_PU
a61a8d1d-3e28-484e-83c5-fd084d8229de	SRR3053130	SRR3053130_LB	ILLUMINA	HiSeq2000	D_OX967	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053130_PU
f3246852-40ce-452e-acda-a0e1410e7565	SRR3052531	SRR3052531_LB	ILLUMINA	HiSeq2000	D_OX1902	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052531_PU
cc25afa4-80b9-49cc-9a9d-f7fcc188de22	SRR5289856	SRR5289856_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289856_PU
4f128bca-fe22-465c-9bb5-c5da670d0065	SRR3052660	SRR3052660_LB	ILLUMINA	HiSeq2000	D_OX2038	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052660_PU
5333927f-86eb-4bee-a650-7e493507b664	SRR5289897	SRR5289897_LB	ILLUMINA	HiSeq4000	D_CML1203	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289897_PU
649dc0c8-105a-4aaa-b093-d15cef4a491e	SRR5290054	SRR5290054_LB	ILLUMINA	HiSeq4000	D_OX2286	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290054_PU
4efb20bb-093a-45b2-ad78-b91d4fbd3566	SRR3052813	SRR3052813_LB	ILLUMINA	HiSeq2000	D_OX2046	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052813_PU
935d6f13-21cc-4431-81e8-29be5f945e23	SRR3053016	SRR3053016_LB	ILLUMINA	HiSeq2000	D_OX824	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053016_PU
0397195c-56ce-4caa-afdd-839d8af64f93	SRR5290227	SRR5290227_LB	ILLUMINA	HiSeq4000	D_CML25	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290227_PU
77371e79-c809-419f-bc6a-8cbe0b6e56ef	SRR5290027	SRR5290027_LB	ILLUMINA	HiSeq4000	D_CML691	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290027_PU
fb37852e-42b6-476f-afe3-5e9bd77977e3	SRR3052103	SRR3052103_LB	ILLUMINA	HiSeq2000	D_Normal_donor_1989	Smart-seq2	normal	SRR3052103_PU
5217d88a-5edd-4cd4-9466-850021b24f41	SRR5296921	SRR5296921_LB	ILLUMINA	HiSeq4000	D_CML656	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296921_PU
733cfd54-349d-410d-bb1c-a36a70514cdd	SRR3052282	SRR3052282_LB	ILLUMINA	HiSeq2000	D_OX1302	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052282_PU
1867a934-34ac-44be-a89b-649efddde63d	SRR5296713	SRR5296713_LB	ILLUMINA	HiSeq4000	D_OX2343	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296713_PU
9481a14a-c4cb-428f-a58c-b2fceb1d3406	SRR3052082	SRR3052082_LB	ILLUMINA	HiSeq2000	D_K562	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052082_PU
ae536c3d-7952-4a08-8cbe-4067feaec2ef	SRR3052374	SRR3052374_LB	ILLUMINA	HiSeq2000	D_OX1407	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052374_PU
057ac902-9e7a-4657-a508-0643a2bbc0d6	SRR5290218	SRR5290218_LB	ILLUMINA	HiSeq4000	D_CML25	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290218_PU
9ca7c35e-671d-49cd-b95b-3fe41170049e	SRR3052261	SRR3052261_LB	ILLUMINA	HiSeq2000	D_OX1249	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052261_PU
b395c7b5-8968-48ab-b4eb-686b311e2d50	SRR5297002	SRR5297002_LB	ILLUMINA	HiSeq4000	D_CML22	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5297002_PU
3257055d-5d5f-4536-94e9-2fcd1022e036	SRR5290522	SRR5290522_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290522_PU
49c5c8eb-29bf-4ae2-90f7-1a6328ce8eb9	SRR3052752	SRR3052752_LB	ILLUMINA	HiSeq2000	D_OX2046	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052752_PU
8866d5ba-f5fc-4385-902e-45766395e3ae	SRR5296675	SRR5296675_LB	ILLUMINA	HiSeq4000	D_OX703	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296675_PU
4f1521d4-0d33-4997-b274-e25e3a0d49a2	SRR3052846	SRR3052846_LB	ILLUMINA	HiSeq2000	D_OX2125	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052846_PU
8c394e68-c439-44ee-b7a3-acba614285de	SRR5290338	SRR5290338_LB	ILLUMINA	HiSeq4000	D_Normal_donor_lonza_age_22	Smart-seq2	normal	SRR5290338_PU
cdbdc2cc-c497-4077-919b-6192c807f24d	SRR5296873	SRR5296873_LB	ILLUMINA	HiSeq4000	D_CML656	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296873_PU
f96018aa-2b3d-4515-a3ed-e87153116d43	SRR3052449	SRR3052449_LB	ILLUMINA	HiSeq2000	D_OX1674	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052449_PU
4ad5d95a-b509-49af-b1ec-e0afafb54d65	SRR3052689	SRR3052689_LB	ILLUMINA	HiSeq2000	D_OX2038	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3052689_PU
57f0dd56-096c-41dc-ac20-692f8ae8ba20	SRR3053125	SRR3053125_LB	ILLUMINA	HiSeq2000	D_OX967	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR3053125_PU
5809de19-891f-404a-93c6-044bd5e436ea	SRR5290070	SRR5290070_LB	ILLUMINA	HiSeq4000	D_OX2286	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5290070_PU
3734744e-1881-4700-98b6-b7efc309e34f	SRR5289815	SRR5289815_LB	ILLUMINA	HiSeq4000	D_CML1266	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5289815_PU
fc7c0326-cdd0-4d51-99b0-0153b22a0898	SRR5296819	SRR5296819_LB	ILLUMINA	HiSeq4000	D_OX1083	Smart-seq2	atypical-chronic-myeloid-leukemia	SRR5296819_PU
